slope_angle,soil_moisture,rainfall,rockfall_history,temperature,rockfall
29.7,70.7,44.8,0,8.2,1
44.2,43.3,7.5,0,24.9,0
35.6,96.7,131.3,0,34.2,1
50.7,32.2,75.8,0,13.6,1
38.1,93.9,40.6,1,25.4,1
45.7,33.3,55.4,0,18.2,1
18.4,66.7,8.7,0,32.1,0
18.8,43.5,123.0,0,21.6,1
12.6,36.7,98.7,0,22.8,0
43.5,43.2,7.0,0,30.9,0
51.6,83.5,75.3,1,18.9,1
26.7,22.0,58.3,0,15.0,1
33.1,37.6,36.1,0,16.7,0
38.7,52.0,24.5,1,13.4,1
13.4,41.6,51.1,1,32.8,0
49.1,52.6,89.1,0,17.7,1
29.6,57.7,49.4,0,35.7,1
29.1,34.0,10.5,0,25.2,1
23.1,49.9,30.4,0,24.9,1
22.9,95.0,49.5,1,28.5,1
52.2,83.2,93.1,0,21.6,1
37.8,72.4,28.3,0,9.3,0
46.6,46.5,14.7,0,16.9,1
14.7,16.5,35.0,0,16.8,0
26.8,43.8,44.6,1,18.7,0
54.1,54.2,49.9,1,19.5,1
47.8,27.7,92.8,0,20.5,1
5.0,30.8,14.1,1,18.1,0
32.8,33.2,82.2,0,12.9,0
41.9,86.8,18.6,0,19.5,1
20.9,64.4,93.7,0,22.9,1
57.9,66.9,97.9,0,42.0,1
45.3,34.5,158.0,1,14.9,1
43.9,17.2,19.3,0,20.4,0
15.7,47.0,42.0,0,13.6,0
46.5,70.0,120.5,0,18.7,1
22.8,48.5,48.0,1,22.5,0
42.9,21.4,67.5,1,23.7,1
9.7,61.2,65.4,0,28.2,0
36.1,28.5,80.5,0,39.8,0
25.7,49.9,27.5,0,-0.4,1
26.3,72.9,30.4,0,13.5,1
49.5,76.9,25.8,0,21.7,1
31.9,65.0,74.2,0,9.5,0
33.4,69.2,22.0,0,16.3,1
23.7,43.8,76.6,0,25.9,0
28.0,51.8,37.4,1,25.7,1
20.4,58.8,105.0,0,8.7,0
64.0,20.8,21.7,0,11.4,0
44.3,76.8,79.9,1,23.2,1
42.5,50.0,18.9,0,35.2,1
25.7,4.5,50.3,0,30.1,0
33.5,63.3,31.1,0,25.6,1
13.2,66.5,30.6,0,12.3,0
20.1,40.2,105.6,0,19.9,0
62.6,73.0,3.2,0,6.8,1
48.6,41.3,53.5,0,30.1,0
38.8,92.2,22.2,0,17.5,1
30.7,36.8,65.1,0,11.8,1
35.5,69.0,17.2,1,18.2,0
41.9,78.5,56.9,0,10.7,1
27.1,26.1,169.5,1,18.4,1
11.8,56.3,30.2,1,22.1,1
24.9,80.7,17.8,1,19.8,0
16.6,48.7,187.1,0,26.1,1
41.6,54.3,21.2,1,19.0,1
39.4,12.4,99.6,0,13.8,1
18.9,97.2,153.5,0,14.8,1
46.8,57.1,78.5,1,5.8,1
24.0,19.2,66.5,0,12.5,0
34.1,45.0,28.8,0,28.4,0
21.5,39.1,21.6,0,29.1,0
25.0,91.0,20.0,0,30.5,1
57.0,46.2,1.4,0,13.5,1
36.2,14.7,73.5,0,36.9,0
18.9,88.6,14.7,1,5.6,1
14.7,73.0,128.4,0,22.6,0
50.3,96.7,31.5,0,18.7,1
51.5,54.9,90.7,0,14.6,1
46.6,55.8,46.3,0,10.9,0
28.8,27.0,43.2,1,16.7,0
18.4,52.0,41.2,1,16.6,1
21.3,36.6,44.1,0,20.0,0
5.0,63.9,145.2,1,13.8,1
38.3,11.6,53.7,0,10.4,0
23.7,63.7,53.4,0,23.9,1
12.5,51.4,133.3,0,12.2,0
26.0,26.9,93.7,1,25.6,1
16.3,49.3,46.9,0,26.1,0
5.0,79.2,34.9,1,25.9,1
34.1,82.4,132.6,0,21.7,1
30.3,71.8,37.4,0,28.6,1
33.9,53.7,47.1,1,20.2,1
26.0,93.9,56.8,0,13.9,0
36.5,87.0,109.5,1,15.0,1
11.5,67.6,63.9,0,16.5,1
16.7,72.5,56.3,0,22.4,0
17.5,87.6,113.4,0,17.2,1
32.9,77.7,38.5,0,4.7,1
41.8,83.5,7.3,0,21.7,1
15.5,68.6,26.2,0,16.4,0
63.8,30.4,34.8,0,24.2,1
27.7,66.0,45.8,0,10.3,1
28.2,47.6,140.2,0,14.6,1
45.4,61.0,94.5,0,21.9,1
64.4,98.0,30.6,0,14.5,1
